19.834,14.062,10.420,23.152,17.545,10.907,11.513,8.195,14.458,11.396,11.453,18.934,14.183,11.073,10.637,11.468,8.053,8.082,8.978,14.062,13.060,7.017,7.809,8.047,6.338,3.067,2.494,12.236,7.191,4.721,4.069,7.808,6.476,0.026,0.610,11.147,8.079,2.559,2.340,6.269,8.632,6.460,6.008,10.318,10.037,6.354,7.493,5.958,8.769,4.030,5.064,9.021,10.745,5.365,7.547,6.165,14.453,12.950,9.389,5.991,4.688,7.657,7.088,21.024,15.036,11.056,9.074,7.593,9.897,9.022
19.837,14.031,10.546,23.119,17.668,11.389,11.459,8.356,14.382,11.387,11.461,18.945,14.212,10.918,10.748,11.697,7.877,8.186,8.905,14.132,13.059,7.374,8.055,8.062,6.009,2.563,2.417,12.352,7.157,4.592,4.136,7.943,6.392,-0.134,0.832,10.764,8.197,2.610,2.636,6.576,8.792,6.461,6.181,10.348,10.271,6.102,7.566,6.039,8.878,4.189,5.124,8.964,10.953,4.951,7.500,6.114,14.551,12.969,9.456,5.896,4.734,7.720,7.084,21.132,14.826,11.135,9.050,7.594,10.142,8.976
19.839,14.042,10.532,23.407,17.628,12.227,11.547,8.920,14.435,11.372,11.462,19.095,14.094,10.787,10.926,11.856,7.720,8.249,8.846,14.157,13.325,7.590,8.284,8.077,5.761,2.232,2.247,12.295,7.351,4.613,4.283,7.994,6.267,-0.288,1.142,10.384,8.195,3.018,2.929,6.736,8.979,6.189,6.048,10.071,10.495,5.792,7.569,5.954,8.858,4.128,4.957,8.969,10.755,4.835,7.407,6.087,14.768,13.003,9.531,5.847,4.798,7.637,7.000,21.316,14.843,11.330,9.067,7.563,10.179,8.887
19.836,14.195,10.621,23.914,17.234,13.155,11.860,9.524,14.413,11.333,11.459,19.137,14.065,10.758,10.969,11.944,7.631,8.284,8.832,14.207,13.572,7.661,8.371,8.070,5.600,2.151,2.095,12.179,7.606,4.641,4.457,7.993,6.122,-0.112,1.362,10.334,8.181,3.573,3.241,6.887,9.104,6.140,5.942,9.844,10.537,5.801,7.598,5.945,8.836,4.242,5.084,8.768,10.659,4.915,7.482,6.148,15.042,13.010,9.579,5.840,4.948,7.614,7.017,21.449,14.801,11.483,9.114,7.630,10.130,8.751
19.809,14.437,10.824,24.392,16.514,13.818,12.165,9.898,14.418,11.317,11.482,19.182,13.924,10.613,10.957,11.918,7.492,8.260,8.841,14.192,13.621,7.646,8.398,8.129,5.556,2.467,2.243,12.144,7.750,4.750,4.681,7.979,6.042,0.189,1.389,10.266,8.217,3.826,3.330,6.959,9.253,6.211,6.101,9.942,10.412,5.768,7.626,5.939,8.734,4.339,5.187,8.705,10.513,4.973,7.673,6.261,15.232,12.976,9.572,5.946,5.027,7.657,7.048,21.439,14.774,11.575,9.232,7.688,10.172,8.720
19.668,14.642,11.011,24.537,16.032,14.231,12.416,10.147,14.340,11.282,11.423,19.193,13.776,10.483,10.859,11.800,7.327,8.249,8.911,13.981,13.629,7.802,8.484,8.195,5.447,2.956,2.629,12.149,7.734,5.056,4.917,7.981,5.996,0.332,1.332,10.105,8.248,3.928,3.336,6.962,9.419,6.297,6.313,9.972,10.595,5.827,7.626,5.944,8.615,4.501,5.422,8.582,10.327,5.063,7.677,6.374,15.335,12.895,9.572,6.109,5.030,7.749,7.070,21.277,14.779,11.671,9.359,7.652,10.314,8.725
19.401,14.573,10.831,24.334,15.817,14.098,12.240,10.120,14.294,11.197,11.366,19.116,14.069,10.699,10.849,11.813,7.237,8.336,9.059,13.742,13.682,8.043,8.581,8.221,5.227,3.437,3.106,12.084,7.370,5.487,5.215,8.034,5.932,0.335,1.277,10.147,8.215,3.910,3.334,6.915,9.465,6.307,6.407,9.857,10.688,5.840,7.578,5.948,8.295,4.389,5.200,8.369,9.951,4.879,7.501,5.978,15.177,12.925,9.613,6.245,5.008,7.761,6.820,21.043,14.875,11.742,9.395,7.629,10.316,8.576
19.263,14.462,10.574,24.122,15.848,13.897,11.705,9.746,13.928,11.046,11.244,19.053,14.198,10.422,10.641,11.721,7.227,8.387,9.145,13.567,13.770,8.438,8.678,8.226,4.868,3.930,3.602,11.943,6.726,5.939,5.637,8.135,5.884,0.298,1.316,10.257,8.169,3.836,3.391,6.882,9.517,6.171,6.346,9.299,10.807,5.877,7.604,5.946,8.272,4.290,4.993,7.730,10.132,4.999,7.393,5.791,14.952,12.781,9.680,6.348,5.004,7.696,6.700,20.927,14.920,11.783,9.349,7.608,10.203,8.442
19.224,14.481,10.567,24.075,15.967,13.886,11.307,9.429,13.794,11.127,11.241,19.100,14.108,10.695,10.556,11.654,7.227,8.368,9.169,13.491,13.915,8.768,8.745,8.228,4.616,4.365,4.073,11.781,6.190,6.426,5.992,8.207,5.831,0.361,1.528,10.276,8.137,3.799,3.663,6.847,9.493,5.994,6.268,9.164,10.774,5.466,7.221,6.030,8.313,4.656,5.195,7.641,10.227,4.839,7.034,5.495,14.867,12.784,9.739,6.456,5.055,7.551,6.675,20.827,14.974,11.832,9.313,7.579,10.060,8.287
18.884,14.374,10.606,24.076,16.064,14.093,11.394,9.795,13.465,11.011,11.091,19.042,14.035,10.824,10.718,11.686,7.244,8.307,9.169,13.419,13.995,8.804,8.796,8.233,4.447,4.721,4.501,11.759,6.393,6.894,6.367,8.267,5.740,0.549,1.939,10.325,8.033,3.861,3.980,6.762,9.731,5.900,6.175,9.248,10.617,5.197,6.566,5.198,8.527,4.998,5.407,7.627,10.336,5.274,7.469,5.620,14.911,12.734,9.746,6.669,5.149,7.329,6.907,20.637,14.978,11.854,9.345,7.623,9.922,8.366
18.268,14.145,10.862,24.110,16.124,14.441,11.704,10.476,13.111,10.930,10.910,19.205,13.863,10.919,10.596,11.662,7.000,8.264,9.177,13.316,13.950,8.865,8.905,8.277,4.203,4.917,4.685,11.803,6.868,7.263,6.754,8.344,5.654,0.691,2.247,10.340,7.947,3.954,4.668,6.481,10.156,5.927,6.146,9.190,10.695,5.189,6.560,4.948,8.617,4.885,5.522,7.729,10.312,5.202,7.707,5.793,15.016,12.650,9.719,6.855,5.248,7.351,6.971,20.411,14.995,11.768,9.368,7.695,9.934,8.319
17.272,13.629,10.984,24.124,16.159,14.614,11.833,10.715,12.891,10.841,10.691,19.002,13.872,11.152,10.828,11.737,6.786,8.221,9.149,13.183,13.906,8.963,8.959,8.277,3.741,4.964,4.704,11.849,7.014,7.380,6.907,8.301,5.699,0.736,2.402,10.343,8.104,4.151,5.193,6.101,10.285,5.852,6.139,9.184,10.709,5.126,6.448,4.914,8.470,4.779,5.510,7.420,10.162,5.201,7.471,5.708,14.916,12.627,9.681,6.857,5.341,7.332,6.840,20.019,14.943,11.704,9.292,7.752,9.940,8.212
15.721,12.884,10.694,23.936,16.085,14.668,11.867,10.691,12.820,10.806,10.492,19.151,13.884,11.201,10.872,11.673,6.798,8.182,8.913,13.121,13.910,8.938,8.685,8.006,3.155,5.107,4.815,11.972,6.872,7.335,6.928,7.951,5.830,0.816,2.503,10.239,8.434,4.188,5.602,5.772,10.246,5.740,6.085,8.708,10.828,5.133,6.308,5.155,8.564,4.679,5.580,7.348,10.002,4.909,7.271,5.663,14.568,12.612,9.569,6.767,5.423,7.276,6.752,19.387,14.940,11.676,9.117,7.733,9.911,8.183
14.803,12.719,10.662,23.916,15.733,14.737,11.836,10.718,12.403,10.645,10.296,18.566,13.886,11.282,10.993,11.749,6.627,7.992,8.588,12.996,13.893,9.043,8.304,7.405,2.607,5.230,4.805,12.086,6.794,7.295,6.795,7.158,5.909,1.165,2.557,9.927,8.897,4.404,6.147,5.864,9.970,5.689,5.782,8.583,10.816,5.537,6.068,4.628,8.783,4.601,5.391,7.345,10.038,4.955,7.144,5.324,14.391,12.477,9.356,6.596,5.609,7.134,6.698,18.865,14.708,11.691,8.865,7.698,9.843,8.136
14.692,12.861,10.970,24.163,15.468,14.822,11.784,10.847,12.604,10.415,10.258,18.659,13.515,11.148,10.608,11.198,6.745,7.949,8.474,13.059,13.892,9.203,8.173,7.094,2.260,5.269,4.818,12.216,6.768,7.288,6.592,6.344,6.016,1.789,2.655,9.767,9.192,4.635,6.424,5.972,9.487,5.618,5.362,8.647,10.680,5.712,5.679,4.242,8.605,4.512,5.340,7.321,9.901,4.846,7.147,5.274,14.451,12.301,9.324,6.444,5.806,6.928,6.618,18.749,14.635,11.860,8.600,7.729,9.679,8.128
14.760,13.024,11.458,24.453,15.483,14.875,11.967,11.145,11.906,9.834,9.991,18.062,13.176,10.936,10.247,10.953,6.043,7.544,7.768,12.985,13.754,9.271,7.912,6.707,2.579,5.269,4.909,12.351,6.753,7.202,6.315,5.661,6.097,2.280,2.907,9.688,9.376,5.030,6.749,6.211,9.309,5.551,5.174,8.647,10.619,5.498,5.681,4.329,8.588,4.549,5.341,7.516,9.890,4.717,7.151,5.434,14.646,11.888,8.998,6.380,6.042,6.851,6.648,18.858,14.455,11.891,8.444,7.789,9.662,8.193
14.907,13.087,11.633,24.664,15.282,14.822,12.005,11.211,11.855,9.272,9.968,17.843,12.036,10.599,9.371,10.036,5.681,7.195,7.150,12.893,13.673,9.305,7.768,6.304,2.947,5.241,4.996,12.419,6.635,7.129,6.077,5.134,6.237,2.893,3.239,9.783,9.535,5.490,7.154,6.449,9.511,5.577,5.072,8.742,10.675,5.394,5.819,4.334,8.964,4.942,5.598,8.370,10.062,4.816,7.476,6.124,14.701,11.373,8.746,6.322,6.347,6.890,7.044,18.919,14.017,11.819,8.400,7.897,9.699,8.405
15.087,13.066,11.679,24.695,15.242,14.809,12.054,11.300,11.110,8.303,9.580,17.772,11.000,10.134,8.512,9.573,5.713,6.927,6.920,12.908,13.523,9.200,7.650,6.143,3.457,5.261,5.195,12.460,6.587,7.171,6.096,4.999,6.155,2.982,3.226,9.783,9.428,5.654,7.303,6.545,9.965,5.737,5.095,8.778,10.686,5.469,5.844,4.305,9.045,4.928,5.600,8.289,10.178,4.881,7.835,6.625,14.741,10.748,8.623,6.403,6.384,6.985,7.172,19.021,13.818,11.747,8.585,7.985,9.780,8.612
14.914,12.718,11.464,24.512,15.358,14.840,12.212,11.480,11.060,8.244,9.678,17.369,10.878,10.087,8.310,9.593,5.379,6.612,6.545,12.914,13.113,9.054,7.259,5.619,3.664,5.387,5.541,12.345,6.479,7.294,6.320,5.293,6.110,2.994,3.188,9.650,9.269,5.773,7.476,6.744,10.177,5.737,4.963,8.327,10.657,5.519,5.824,4.290,9.020,4.923,5.583,8.225,9.955,4.938,7.879,6.685,14.687,10.652,8.312,6.540,6.401,6.937,7.151,18.982,13.602,11.637,8.778,8.142,9.699,8.527
14.307,11.964,10.773,24.303,15.075,14.826,12.289,11.597,10.595,7.542,9.482,17.238,10.806,9.790,8.180,9.558,4.897,6.310,6.044,12.843,12.754,9.013,6.871,5.096,3.674,5.649,5.894,12.083,6.283,7.419,6.600,5.705,5.862,3.087,3.242,9.353,9.044,5.754,7.450,6.793,10.006,5.705,4.956,8.287,10.679,5.705,6.056,4.450,8.819,4.975,5.617,8.236,9.666,4.935,8.013,6.849,14.392,10.399,7.979,6.663,6.323,6.980,7.139,18.643,13.466,11.576,8.906,8.130,9.620,8.426
13.893,11.353,10.260,24.214,14.136,14.689,12.301,11.624,10.224,7.422,9.323,17.214,10.566,9.883,8.128,9.768,4.640,6.234,5.883,12.711,12.545,8.990,6.559,4.737,3.907,5.747,6.000,11.908,6.245,7.416,6.788,5.910,5.606,3.435,3.545,8.923,8.828,5.808,7.400,6.840,9.800,5.526,5.022,8.212,10.891,6.144,6.591,5.116,8.739,5.040,5.691,8.073,9.648,5.137,8.378,7.553,14.059,10.316,7.787,6.740,6.298,7.163,7.282,18.053,13.389,11.536,9.019,8.074,9.485,8.388
