timestamp,mi_score,behavioral_state
0.0,0.4227374273012292,Neutral
1.5,0.3493270421437503,Unfocused
3.0,0.3347771867595798,Unfocused
4.5,0.4674302414170118,Neutral
6.0,0.494234748196708,Neutral
7.5,0.38858476982841755,Neutral
9.0,0.3274493512519271,Unfocused
10.5,0.2997522273513938,Unfocused
12.0,0.3475235917413672,Unfocused
13.5,0.7381488567974795,Focused
15.0,0.5436181342867077,Focused
16.5,0.4202790954683521,Neutral
18.0,0.37172738791792675,Neutral
19.5,0.39776365993484286,Neutral
21.0,0.5559824443375646,Focused
22.5,0.5369127830657103,Focused
24.0,0.41943369844908424,Neutral
25.5,0.5153596731975808,Focused
27.0,0.4779264201825954,Neutral
28.5,0.4747427964555177,Neutral
30.0,0.5533258274997649,Focused
31.5,0.4890041658812656,Neutral
33.0,0.2996876151627923,Unfocused
34.5,0.48618742490034206,Neutral
36.0,0.49730040398348185,Neutral
37.5,0.6974140961763867,Focused
39.0,0.7774605050333787,Focused
40.5,0.5510488295320312,Focused
42.0,0.6211406044673561,Focused
43.5,0.5088421323528672,Focused
45.0,0.508644842109636,Focused
46.5,0.5248796674602693,Focused
48.0,0.4072510812108763,Neutral
49.5,0.39038652415018676,Neutral
51.0,0.3885857418129968,Neutral
52.5,0.40992832152654485,Neutral
54.0,0.38777622419013824,Neutral
55.5,0.2776020000608137,Unfocused
57.0,0.35399690658435207,Unfocused
58.5,0.4605031479129037,Neutral
60.0,0.7011233321196028,Focused
61.5,0.5146654244731707,Focused
63.0,0.5922809668882454,Focused
64.5,0.8090662450748551,Focused
66.0,0.508159560620827,Focused
67.5,0.3977957195354942,Neutral
69.0,0.34822272148513134,Unfocused
70.5,0.47034463981782226,Neutral
72.0,0.5725456891749062,Focused
73.5,0.5208206746431417,Focused
75.0,0.603828472673736,Focused
76.5,0.5444574254108323,Focused
78.0,0.5049208419753436,Focused
79.5,0.6026672986327603,Focused
81.0,0.5028478958351457,Focused
82.5,0.5089322663297177,Focused
84.0,0.5142286828757828,Focused
85.5,0.4644480814016393,Neutral
87.0,0.45231563040877953,Neutral
88.5,0.40612224394136276,Neutral
90.0,0.36122077266499186,Unfocused
91.5,0.3672021789561525,Unfocused
93.0,0.39468480423973706,Neutral
94.5,0.5994749155736556,Focused
96.0,0.4096897956073847,Neutral
97.5,0.4582391623419658,Neutral
99.0,0.4578605944985276,Neutral
100.5,0.4361010481219781,Neutral
102.0,0.34471085781465116,Unfocused
103.5,0.45136516931365706,Neutral
105.0,0.4099487777824048,Neutral
106.5,0.40128991887186094,Neutral
108.0,0.5466476002009819,Focused
109.5,0.6927441946118027,Focused
111.0,0.5245640200646629,Focused
112.5,0.5492828091022315,Focused
114.0,0.7187703943490411,Focused
115.5,0.520410025591866,Focused
117.0,0.4860921623097519,Neutral
118.5,0.5747604443912951,Focused
120.0,0.5335516301627169,Focused
121.5,0.6086679400292923,Focused
123.0,0.5312429389274779,Focused
124.5,0.46888783981083565,Neutral
126.0,0.5639213261851663,Focused
127.5,0.5492299504851416,Focused
129.0,0.4543923687809056,Neutral
130.5,0.9523817278765188,Focused
132.0,0.9473267942717774,Focused
133.5,0.9659885429520494,Focused
135.0,0.7980775081104737,Focused
136.5,0.4616246624841263,Neutral
138.0,0.9245317867805247,Focused
139.5,0.9916380905846085,Focused
141.0,0.9875857424021822,Focused
142.5,0.9550891876971286,Focused
144.0,0.9529607699977555,Focused
145.5,0.8799769483038075,Focused
147.0,0.8647908203290319,Focused
148.5,0.6453636713201975,Focused
150.0,0.4658836790722008,Neutral
151.5,0.3954677437812477,Neutral
153.0,0.44582897209855193,Neutral
154.5,0.5569412830655887,Focused
156.0,0.6079418531794766,Focused
157.5,0.7416290437477553,Focused
159.0,0.7517871243004343,Focused
160.5,0.5070355273012551,Focused
162.0,0.5453974116116828,Focused
163.5,0.48848206357973945,Neutral
165.0,0.5507259466857044,Focused
166.5,0.3650981210885416,Unfocused
168.0,0.3374783601136309,Unfocused
169.5,0.5995652062153315,Focused
171.0,0.6714451502322216,Focused
172.5,0.504374203088307,Focused
174.0,0.403542715374116,Neutral
175.5,0.4036133768757726,Neutral
177.0,0.4203412218094339,Neutral
178.5,0.35612406366819077,Unfocused
180.0,0.3826572100806431,Neutral
181.5,0.6516083747706104,Focused
183.0,0.6132140149969777,Focused
184.5,0.5608084499593949,Focused
186.0,0.43904547676557226,Neutral
187.5,0.5284878084974693,Focused
189.0,0.5792725329276404,Focused
190.5,0.5399463301989722,Focused
192.0,0.4181154409693351,Neutral
193.5,0.395000032854193,Neutral
195.0,0.3620049390374262,Unfocused
196.5,0.4709096215330934,Neutral
198.0,0.44016572385620617,Neutral
199.5,0.46991205086662513,Neutral
201.0,0.4385496346111286,Neutral
